STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
GEORGIA,1972,HOUSE,2,Jack E. Harrall Jr.,Republican,33107
GEORGIA,1972,HOUSE,2,Write-in,Write-in,
GEORGIA,1972,HOUSE,3,Jack Brinkley,Democrat,89040
GEORGIA,1972,HOUSE,3,Write-in,Write-in,30
GEORGIA,1976,HOUSE,4,Elliott H. Levitas,Democratic,117091
GEORGIA,1976,HOUSE,4,Barry Billington,Republican,51546
GEORGIA,1976,HOUSE,4,,Write-in,13
GEORGIA,1976,HOUSE,5,Wyche Fowler Jr.,Democratic,101646
GEORGIA,1976,HOUSE,5,F. William Dowda,Republican,35640
GEORGIA,1976,HOUSE,5,,Write-in,16
GEORGIA,1976,HOUSE,6,Dock H. Davis,Democratic,66696
GEORGIA,1976,HOUSE,6,Newt Gingrich,Republican,96071
GEORGIA,1976,HOUSE,6,,Write-in,8
GEORGIA,1976,HOUSE,7,Larry P. McDonald,Democratic,115892
GEORGIA,1976,HOUSE,7,Richard Castellucia,Republican,54242
GEORGIA,1976,HOUSE,7,,Write-in,3
GEORGIA,1976,HOUSE,8,Billy Lee Evans,Democratic,91103
GEORGIA,1976,HOUSE,8,Darwin Carter,Republican,31033
GEORGIA,1976,HOUSE,8,,Write-in,2
GEORGIA,1976,HOUSE,9,Ed Jenkins,Democratic,115576
GEORGIA,1976,HOUSE,9,David Ashworth,Republican,54341
GEORGIA,1976,HOUSE,9,,Write-in,1
GEORGIA,1972,PRESIDENTIAL,,,,890955
GEORGIA,1972,PRESIDENTIAL,,,,654108
GEORGIA,1972,PRESIDENTIAL,,,,36055
GEORGIA,1972,PRESIDENTIAL,,,,15627
GEORGIA,1972,SENATE,,Herman E. Talmadge,Democrat,776143
GEORGIA,1972,SENATE,,Mack Mattingly,Republican,803686
GUAM,1972,Delegate,,Antonio Borja Won Pat,Democrat,14834
GUAM,1972,Delegate,,Antonio M. Palomo,Republican,10622
Georgia,1990,Presidential,,,,1068722
Georgia,1990,Presidential,,,,1008966
Georgia,1990,Presidential,,,,47899
Georgia,1880,Presidential,,,,228668
Georgia,1980,Presidential,,,,890733
Georgia,1980,Presidential,,,,890733
HAWAII,1976,HOUSE,1,Cec Heftel,Democratic,98356
HAWAII,1976,HOUSE,1,Aloha Kuea Noble,Republican,19819
HAWAII,1976,HOUSE,1,Rockne H. Johnson,Libertarian,2106
HAWAII,1972,House,2,Daniel K. Akaka,Democrat,141477
HAWAII,1972,House,2,Don G. Smith,Libertarian,15903
HAWAII,1976,PRESIDENT,,,,135879
HAWAII,1976,PRESIDENT,,,,130112
HAWAII,1976,PRESIDENT,,,,32021
HAWAII,1976,PRESIDENT,,,,3269
HAWAII,1976,PRESIDENT,,,,1548
HAWAII,1976,PRESIDENT,,,,458
HAWAII,1976,SENATE,,Daniel K. Inouye,Democratic,224485
HAWAII,1976,SENATE,,Cooper Brown,Republican,53068
HAWAII,1976,SENATE,,Bud Shasteen,Libertarian,10453
Hawaii,1990,Presidential,,,,158625
Hawaii,1990,Presidential,,,,130112
Hawaii,1990,Presidential,,,,28069
Hawaii,1980,Presidential,,,,130112
Hawaii,1980,Presidential,,,,114517
IDAHO,1972,House,1,Glenn W. Nichols,Democrat,100697
IDAHO,1972,House,1,Larry Craig,Republican,116845
IDAHO,1972,House,2,Diane Bilyeu,Democrat,81364
IDAHO,1972,House,2,George Hansen,Republican,116196
IDAHO,1972,Senate,,Frank Church,Democrat,214439
IDAHO,1972,Senate,,Steve Symms,Republican,218701
IDAHO,1972,Senate,,Larry Fullmer,Libertarian,6507
IDAHO,1972,Presidential,,,Democrat,110192
IDAHO,1972,Presidential,,,Republican,290699
IDAHO,1972,Presidential,,,Independent,27058
IDAHO,1972,Presidential,,,Libertarian,8425
IDAHO,1972,Presidential,,,American Independent,1057
ILLINOIS,1982,House,1,Harold Washington,Democratic,119562
ILLINOIS,1982,House,1,George Williams,Republican,5660
ILLINOIS,1982,House,1,Write-In,Write-In,0
ILLINOIS,1982,House,10,Robert A. Weinberger,Democratic,89008
ILLINOIS,1982,House,10,John Edward Porter,Republican,137707
ILLINOIS,1982,House,10,Write-In,Write-In,18
ILLINOIS,1982,House,11,Frank Annunzio,Democratic,81156
ILLINOIS,1982,House,11,Michael R. Zanillo,Republican,52417
ILLINOIS,1982,House,11,Write-In,Write-In,4
ILLINOIS,1982,House,12,David McCartney,Democratic,64729
ILLINOIS,1982,House,12,Philip M. Crane,Republican,185080
ILLINOIS,1982,House,12,Write-In,Write-In,9
ILLINOIS,1982,House,13,Michael Reese,Democratic,52009
ILLINOIS,1982,House,13,Robert McClory,Republican,131448
ILLINOIS,1982,House,13,Write-In,Write-In,10
ILLINOIS,1982,House,2,Gus Savage,Democratic,129771
ILLINOIS,1982,House,2,Marsha A. Harris,Republican,17428
ILLINOIS,1982,House,2,Write-In,Write-In,103
ILLINOIS,1982,House,3,Martin A. Russo,Democratic,137283
ILLINOIS,1982,House,3,Lawrence C. Sarsoun,Republican,61955
ILLINOIS,1982,House,3,Write-In,Write-In,4
ILLINOIS,1982,House,4,Richard S. Jalovec,Democratic,71814
ILLINOIS,1982,House,4,Edward J. Derwinski,Republican,152377
ILLINOIS,1982,House,4,Write-In,Write-In,1
ILLINOIS,1982,House,5,John G. Fary,Democratic,106142
ILLINOIS,1982,House,5,Robert V. Kotowski,Republican,27136
ILLINOIS,1982,House,5,Write-In,Write-In,1
ILLINOIS,1982,House,6,Mario Raymond Reda,Democratic,60951
ILLINOIS,1982,House,6,Henry J. Hyde,Republican,123593
ILLINOIS,1982,House,6,Write-In,Write-In,3
ILLINOIS,1982,House,7,Cardiss Collins,Democratic,80056
ILLINOIS,1982,House,7,Ruth R. Hooper,Republican,14041
ILLINOIS,1982,House,8,Dan Rostenkowski,Democratic,98524
ILLINOIS,1982,House,8,Walter F. Zilke,Republican,17845
ILLINOIS,1982,House,8,Write-In,Write-In,4
ILLINOIS,1982,House,9,Sidney R. Yates,Democratic,106543
ILLINOIS,1982,House,9,John D. Andrica,Republican,39244
ILLINOIS,1982,House,9,Write-In,Write-In,1
ILLINOIS,1982,Presidential,,,,1981413
ILLINOIS,1982,Presidential,,,,2358049
ILLINOIS,1982,Presidential,,,,346754
ILLINOIS,1982,Presidential,,,,38939
ILLINOIS,1982,Presidential,,,,10692
ILLINOIS,1982,Presidential,,,,3711
ILLINOIS,1982,Presidential,,,,2237
ILLINOIS,1982,Presidential,,,,1502
ILLINOIS,1982,Presidential,,,,694
ILLINOIS,1982,Senate,,Alan J. Dixon,Democratic,2565302
ILLINOIS,1982,Senate,,David C. O'Neal,Republican,1946296
ILLINOIS,1982,Senate,,Bruce Green,Libertarian,29328
ILLINOIS,1982,Senate,,Sidney Lens,Citizens,19213
ILLINOIS,1982,Senate,,Charles F. Wilson,Communist,11483
ILLINOIS,1982,Senate,,Michael Soriano,Workers World,5626
ILLINOIS,1982,Senate,,Burton Lee Artz,Socialist Workers,2715
ILLINOIS,1982,Senate,,Write-In,Write-In,96
INDIANA,1948,HOUSE,1,Adam Benjamin Jr.,Democratic,112016
INDIANA,1948,HOUSE,1,Joseph Douglas Harkin,Republican,43537
INDIANA,1948,HOUSE,10,Philip R. Sharp,Democratic,103083
INDIANA,1948,HOUSE,10,William G. Frazier,Republican,90051
INDIANA,1948,HOUSE,11,Andrew Jacobs Jr.,Democratic,105468
INDIANA,1948,HOUSE,11,Sheila Suess,Republican,78743
INDIANA,1948,HOUSE,2,Floyd J. Fithian,Democratic,122326
INDIANA,1948,HOUSE,2,Ernest Niemeyer,Republican,103357
INDIANA,1948,HOUSE,3,John Brademas,Democratic,85136
INDIANA,1948,HOUSE,3,John Patrick Hiler,Republican,103972
INDIANA,1948,HOUSE,4,John D. Walda,Democratic,77542
INDIANA,1948,HOUSE,4,Dan R. Coats,Republican,120055
INDIANA,1948,HOUSE,4,Stephen G. Hope,Independent,745
INDIANA,1948,HOUSE,5,Nels J. Ackerson,Democratic,80378
INDIANA,1948,HOUSE,5,Elwood H. Hillis,Republican,129474
INDIANA,1948,HOUSE,6,Dave Evans,Democratic,99089
INDIANA,1948,HOUSE,6,David G. Crane,Republican,98302
INDIANA,1948,HOUSE,7,Patrick D. Carroll,Democratic,69051
INDIANA,1948,HOUSE,7,John T. Myers,Republican,137604
INDIANA,1948,HOUSE,7,Peter P. Tescione Jr.,Independent,1609
INDIANA,1948,HOUSE,8,Kenneth C. Snider,Democratic,97059
INDIANA,1948,HOUSE,8,Joel Deckard,Republican,119415
INDIANA,1948,HOUSE,9,Lee H. Hamilton,Democratic,136574
INDIANA,1948,HOUSE,9,George Meyer Jr.,Republican,75601
INDIANA,1948,PRESIDENT,,,,844197
INDIANA,1948,PRESIDENT,,,,1255656
INDIANA,1948,PRESIDENT,,,,111639
INDIANA,1948,PRESIDENT,,,,19627
INDIANA,1948,PRESIDENT,,,,4852
INDIANA,1948,PRESIDENT,,,,4750
INDIANA,1948,PRESIDENT,,,,702
INDIANA,1948,PRESIDENT,,,,610
INDIANA,1948,SENATE,,Birch Bayh,Democratic,1015962
INDIANA,1948,SENATE,,Dan Quayle,Republican,1182414
IOWA,1982,House,1,Jim Larew,Democratic,72602
IOWA,1982,House,1,Jim Leach,Republican,133349
IOWA,1982,House,1,Michael R. Grant,Libertarian,1374
IOWA,1982,House,1,Gloria Williams,Socialist,786
IOWA,1982,House,2,Steve Sovern,Democratic,93175
IOWA,1982,House,2,Tom Tauke,Republican,111587
IOWA,1982,House,2,Dean Miller,Libertarian,985
IOWA,1982,House,2,James D. Roberson,By Petition,887
IOWA,1982,House,3,Lynne G. Cutler,Democratic,101735
IOWA,1982,House,3,Cooper Evans,Republican,107869
IOWA,1982,House,3,James E. Suppus,American,341
IOWA,1982,House,4,Neal Smith,Democratic,117396
IOWA,1982,House,4,Donald C. Young,Republican,100335
IOWA,1982,House,4,Ralonji Saadiq,Socialist,389
IOWA,1982,House,5,Tom Harkin,Democratic,127895
IOWA,1982,House,5,Cal Hultman,Republican,84472
IOWA,1982,House,6,Berkley Bedell,Democratic,129460
IOWA,1982,House,6,Clarence S. Carney,Republican,71866
IOWA,1982,Presidential,,,Democratic,508672
IOWA,1982,Presidential,,,Republican,676025
IOWA,1982,Presidential,,,Independent,115633
IOWA,1982,Presidential,,,Libertarian,13123
IOWA,1982,Presidential,,,Citizens,2425
IOWA,1982,Presidential,,,Socialist,534
IOWA,1982,Presidential,,,Communist,298
IOWA,1982,Presidential,,,Socialist Workers,244
IOWA,1982,Presidential,,,American,189
IOWA,1982,Presidential,,,Statesman,150
IOWA,1982,Presidential,,,Write-in,519
Idaho,1990,Presidential,,,,253853
Idaho,1990,Presidential,,,,220645
Idaho,1990,Presidential,,,,62928
Idaho,1880,Presidential,,,,7223
Idaho,1980,Presidential,,,,290699
Idaho,1980,Presidential,,,,110192
Illinois,1988,Representative,1,,Democratic,119565
Illinois,1988,Representative,10,,Democratic,92221
Illinois,1988,Representative,11,,Democratic,74712
Illinois,1988,Representative,12,,Democratic,76381
Illinois,1988,Representative,13,,Democratic,85152
Illinois,1982,Representative,14,LeRoy E. Kennel,Democrat,61324
Illinois,1982,Representative,14,John N. Erlenborn,Republican,202583
Illinois,1982,Representative,14,,Write-In,21
Illinois,1988,Representative,14,,Democratic,76431
Illinois,1982,Representative,15,John P. Quillin,Democrat,45731
Illinois,1982,Representative,15,Tom Corcoran,Republican,150398
Illinois,1988,Representative,15,,Democratic,80459
Illinois,1982,Representative,16,Douglas R. Aurand,Democrat,132905
Illinois,1982,Representative,16,Lynn Martin,Republican,18
Illinois,1982,Representative,16,,Write-In,65305
Illinois,1988,Representative,16,,Democratic,84074
Illinois,1982,Representative,17,Michael A. Murer,Democrat,126806
Illinois,1982,Representative,17,George M. O'Brien,Republican,76471
Illinois,1988,Representative,17,,Democratic,107854
Illinois,1982,Representative,18,John L. Knuppel,Democrat,125561
Illinois,1982,Representative,18,Robert H. Michel,Republican,11
Illinois,1982,Representative,18,,Write-In,51753
Illinois,1988,Representative,18,,Democratic,107194
Illinois,1982,Representative,19,Thomas J. Hand,Democrat,142616
Illinois,1982,Representative,19,Tom Railsback,Republican,96950
Illinois,1988,Representative,19,,Democratic,107704
Illinois,1988,Representative,2,,Democratic,127271
Illinois,1982,Representative,20,David Robinson,Democrat,129427
Illinois,1982,Representative,20,Paul Findley,Republican,63476
Illinois,1988,Representative,20,,Democratic,99194
Illinois,1982,Representative,21,Penny L. Severns,Democrat,132186
Illinois,1982,Representative,21,Edward R. Madigan,Republican,66065
Illinois,1988,Representative,21,,Democratic,107704
Illinois,1982,Representative,22,Peter M. Voelz,Democrat,146014
Illinois,1982,Representative,22,Daniel B. Crane,Republican,107786
Illinois,1988,Representative,22,,Democratic,107194
Illinois,1982,Representative,23,Melvin Price,Democrat,59644
Illinois,1982,Representative,23,Ronald L. Davinroy,Republican,112134
Illinois,1982,Representative,24,Paul Simon,Democrat,110176
Illinois,1982,Representative,24,John T. Anderson,Republican,5985
Illinois,1982,Representative,24,James H. Barrett,Constitution Party of Illinois,1
Illinois,1982,Representative,24,,Write-In,
Illinois,1988,Representative,3,,Democratic,135384
Illinois,1988,Representative,4,,Democratic,106443
Illinois,1988,Representative,5,,Democratic,104051
Illinois,1988,Representative,6,,Democratic,86502
Illinois,1988,Representative,7,,Democratic,96462
Illinois,1988,Representative,8,,Democratic,121105
Illinois,1988,Representative,9,,Democratic,121950
Illinois,1990,Presidential,,,,2196137
Illinois,1990,Presidential,,,,1846005
Illinois,1990,Presidential,,,,112093
Illinois,1880,Presidential,,,,1134203
Illinois,1980,Presidential,,,,2358049
Illinois,1980,Presidential,,,,1981413
Indiana,1990,Presidential,,,,989375
Indiana,1990,Presidential,,,,848420
Indiana,1990,Presidential,,,,46917
Indiana,1880,Presidential,,,,470504
Indiana,1980,Presidential,,,,1255656
Indiana,1980,Presidential,,,,844197
Iowa,1880,Presidential,,,,353144
Iowa,1980,Presidential,,,,676026
Iowa,1980,Presidential,,,,508672
KANSAS,1980,HOUSE,1,Phil Martin,Democratic,73586
KANSAS,1980,HOUSE,1,Pat Roberts,Republican,121545
KANSAS,1980,HOUSE,2,Sam Keys,Democratic,78859
KANSAS,1980,HOUSE,2,Jim Jeffries,Republican,92107
KANSAS,1980,HOUSE,2,,Write-in,11
KANSAS,1980,HOUSE,3,Dan Watkins,Democratic,82414
KANSAS,1980,HOUSE,3,Larry Winn Jr.,Republican,99294
KANSAS,1980,HOUSE,3,John O. Stewart,Conservative,5338
KANSAS,1980,HOUSE,4,Dan Glickman,Democratic,124014
KANSAS,1980,HOUSE,4,Clay Hunter,Republican,55899
KANSAS,1980,HOUSE,5,David L. Miller,Democratic,45676
KANSAS,1980,HOUSE,5,Bob Whittaker,Republican,141029
KANSAS,1980,HOUSE,5,Jack C. Blackwell,Statesman,3342
KANSAS,1980,PRESIDENT,,,,326150
KANSAS,1980,PRESIDENT,,,,566812
KANSAS,1980,PRESIDENT,,,,68231
KANSAS,1980,PRESIDENT,,,,14470
KANSAS,1980,PRESIDENT,,,,1555
KANSAS,1980,PRESIDENT,,,,967
KANSAS,1980,PRESIDENT,,,,821
KANSAS,1980,PRESIDENT,,,,789
KANSAS,1980,SENATE,,John Simpson,Democratic,340271
KANSAS,1980,SENATE,,Bob Dole,Republican,598686
KENTUCKY,1974,HOUSE,1,Carroll Hubbard Jr.,Democrat,118565
KENTUCKY,1974,HOUSE,2,William H. Natcher,Democrat,99670
KENTUCKY,1974,HOUSE,2,Mark T. Watson,Republican,52110
KENTUCKY,1974,HOUSE,3,Romano L. Mazzoli,Democrat,46681
KENTUCKY,1974,HOUSE,3,Richard Cesler,Republican,1272
KENTUCKY,1974,HOUSE,3,John Cumbler,Citizens,468
KENTUCKY,1974,HOUSE,3,Robert D. Vessela,American,430
KENTUCKY,1974,HOUSE,3,Henry Glover Logsdon,Independent,62138
KENTUCKY,1974,HOUSE,4,Phil M. McGary,Democrat,126049
KENTUCKY,1974,HOUSE,4,Gene Snyder,Republican,54027
KENTUCKY,1974,HOUSE,5,Ted R. Marcum,Democrat,112093
KENTUCKY,1974,HOUSE,5,"Harold ""Hal"" Rogers",Republican,72473
KENTUCKY,1974,HOUSE,6,Tom Easterly,Democrat,105376
KENTUCKY,1974,HOUSE,6,Larry J. Hopkins,Republican,1202
KENTUCKY,1974,HOUSE,6,Don Bertram Pratt,Independent,117665
KENTUCKY,1974,HOUSE,7,Carl D. Perkins,Democrat,117665
KENTUCKY,1974,SENATE,,Wendell H. Ford,Democrat,720891
KENTUCKY,1974,SENATE,,Mary Louise Foust,Republican,386029
KENTUCKY,1980,PRESIDENT,,,,617417
KENTUCKY,1980,PRESIDENT,,,,635274
KENTUCKY,1980,PRESIDENT,,,,31127
KENTUCKY,1980,PRESIDENT,,,,5331
KENTUCKY,1980,PRESIDENT,,,,4233
KENTUCKY,1980,PRESIDENT,,,,1393
KENTUCKY,1980,PRESIDENT,,,,303
KENTUCKY,1980,PRESIDENT,,,,348
Kansas,1880,Presidential,,,,201851
Kansas,1980,Presidential,,,,566812
Kansas,1980,Presidential,,,,326150
Kentucky,1990,Presidential,,,,831120
Kentucky,1990,Presidential,,,,623283
Kentucky,1990,Presidential,,,,31327
Kentucky,1880,Presidential,,,,360437
Kentucky,1980,Presidential,,,,635274
Kentucky,1980,Presidential,,,,616417
LOUISIANA,1976,HOUSE,1,Michael J. Musmeci Sr.,Democratic,8277
LOUISIANA,1976,HOUSE,1,"Robert L. ""Bob"" Livingston",Republican,81777
LOUISIANA,1976,HOUSE,1,Tristan P. Junius,No Party,2501
LOUISIANA,1976,HOUSE,2,Lindy (Mrs. Hale) Boggs,Democratic,45091
LOUISIANA,1976,HOUSE,2,Clyde F. Bel Jr.,Democratic,3571
LOUISIANA,1976,HOUSE,2,Rob Couhig,Republican,25521
LOUISIANA,1976,HOUSE,3,"W. J. ""Billy"" Tauzin",Democratic,89455
LOUISIANA,1976,HOUSE,3,Bob Namer,Democratic,14074
LOUISIANA,1976,HOUSE,4,Buddy Roemer,Democratic,103625
LOUISIANA,1976,HOUSE,4,"Claude ""Buddy"" Leach",Democratic,58705
LOUISIANA,1976,HOUSE,5,Jerry Huckaby,Democratic,93519
LOUISIANA,1976,HOUSE,5,I.D. Knox,Democratic,11748
LOUISIANA,1976,HOUSE,6,Alice Brooks,Democratic,12149
LOUISIANA,1976,HOUSE,6,W. Henson Moore,Republican,118549
LOUISIANA,1976,HOUSE,7,T. John Breaux,Democratic,0
LOUISIANA,1976,HOUSE,8,Gillis Long,Democratic,75433
LOUISIANA,1976,HOUSE,8,Clyde C. Holloway,Republican,27816
LOUISIANA,1976,HOUSE,8,Robert H. Mitchell,Republican,6243
LOUISIANA,1976,PRESIDENT,,,,708453
LOUISIANA,1976,PRESIDENT,,,,792853
LOUISIANA,1976,PRESIDENT,,,,26345
LOUISIANA,1976,PRESIDENT,,,,10333
LOUISIANA,1976,PRESIDENT,,,,8240
LOUISIANA,1976,PRESIDENT,,,,1584
LOUISIANA,1976,PRESIDENT,,,,783
LOUISIANA,1976,SENATE,,Russell B. Long,Democratic,484770
LOUISIANA,1976,SENATE,,Louis Woody Jenkins,Democratic,325922
LOUISIANA,1976,SENATE,,Jerry C. Bardwell,Republican,13739
LOUISIANA,1976,SENATE,,Robert Max Ross,Republican,10208
LOUISIANA,1976,SENATE,,Naomi Bracey,No Party,6374
Louisiana,1990,Presidential,,,,883655
Louisiana,1990,Presidential,,,,815971
Louisiana,1990,Presidential,,,,116457
Louisiana,1880,Presidential,,,,130418
Louisiana,1980,Presidential,,,,792853
Louisiana,1980,Presidential,,,,708366
MAINE,1980,HOUSE,1,Harold C. Pachios,Democratic,86819
MAINE,1980,HOUSE,1,David F. Emery,Republican,188667
MAINE,1980,HOUSE,1,,Write-in,5
MAINE,1980,HOUSE,2,Harold L. Silverman,Democratic,51026
MAINE,1980,HOUSE,2,Olympia J. Snowe,Republican,186406
MAINE,1980,HOUSE,2,,Write-in,16
MAINE,1980,PRESIDENT,,,,220974
MAINE,1980,PRESIDENT,,,,238522
MAINE,1980,PRESIDENT,,,,53327
MAINE,1980,PRESIDENT,,,,5119
MAINE,1980,PRESIDENT,,,,4394
MAINE,1980,PRESIDENT,,,,591
MAINE,1980,PRESIDENT,,,,84
MARYLAND,1980,HOUSE,1,Roy Dyson,Democratic,97743
MARYLAND,1980,HOUSE,1,Robert E. Bauman,Republican,91143
MARYLAND,1980,HOUSE,2,Clarence D. Long,Democratic,121017
MARYLAND,1980,HOUSE,2,Helen Delich Bentley,Republican,89961
MARYLAND,1980,HOUSE,3,Barbara A. Mikulski,Democratic,102293
MARYLAND,1980,HOUSE,3,Russell T. Schaffer,Republican,32074
MARYLAND,1980,HOUSE,4,James J. Riley,Democratic,47375
MARYLAND,1980,HOUSE,4,Marjorie S. Holt,Republican,120985
MARYLAND,1980,HOUSE,5,Gladys Noon Spellman,Democratic,106035
MARYLAND,1980,HOUSE,5,Kevin R. Igoe,Republican,25693
MARYLAND,1980,HOUSE,6,Beverly B. Byron,Democratic,146191
MARYLAND,1980,HOUSE,6,Raymond E. Beck,Republican,62913
MARYLAND,1980,HOUSE,7,Parren J. Mitchell,Democratic,97194
MARYLAND,1980,HOUSE,7,Victor Clark Jr.,Republican,12650
MARYLAND,1980,HOUSE,8,Michael D. Barnes,Democratic,148301
MARYLAND,1980,HOUSE,8,Newton Steers,Republican,101659
MARYLAND,1980,PRESIDENT,,,,726161
MARYLAND,1980,PRESIDENT,,,,680606
MARYLAND,1980,PRESIDENT,,,,119537
MARYLAND,1980,PRESIDENT,,,,14192
MARYLAND,1980,SENATE,,Edward T. Conroy,Democratic,435118
MARYLAND,1980,SENATE,,Charles McC. Mathias Jr.,Republican,850970
MASSACHUSETTS,1972,HOUSE,1,Helen Denny Doyle,Democrat,52457
MASSACHUSETTS,1972,HOUSE,1,Silvio O. Conte,Republican,156514
MASSACHUSETTS,1972,HOUSE,1,,Write-in,20
MASSACHUSETTS,1972,HOUSE,2,Edward P. Boland,Democrat,120711
MASSACHUSETTS,1972,HOUSE,2,Thomas P. Swank,Republican,38672
MASSACHUSETTS,1972,HOUSE,2,John B. Aubuchon,Independent,20247
MASSACHUSETTS,1972,HOUSE,2,,Write-in,35
MASSACHUSETTS,1972,HOUSE,3,Joseph D. Early,Democrat,141560
MASSACHUSETTS,1972,HOUSE,3,David G. Skehan,Republican,54213
MASSACHUSETTS,1972,HOUSE,3,,Write-in,10
MASSACHUSETTS,1972,HOUSE,4,Barney Frank,Democrat,103466
MASSACHUSETTS,1972,HOUSE,4,Richard A. Jones,Republican,95898
MASSACHUSETTS,1972,HOUSE,4,,Write-in,12
MASSACHUSETTS,1972,HOUSE,5,James M. Shannon,Democrat,136758
MASSACHUSETTS,1972,HOUSE,5,William C. Sawyer,Republican,70547
MASSACHUSETTS,1972,HOUSE,5,,Write-in,16
MASSACHUSETTS,1972,HOUSE,6,Nicholas Mavroules,Democrat,111393
MASSACHUSETTS,1972,HOUSE,6,Thomas H. Trimarco,Republican,103192
MASSACHUSETTS,1972,HOUSE,6,Donald P. Batchelder,Citizens,3290
MASSACHUSETTS,1972,HOUSE,6,Nelson F. Gonzalez,Socialist Workers,1304
MASSACHUSETTS,1972,HOUSE,6,,Write-in,78
MASSACHUSETTS,1972,HOUSE,7,Edward J. Markey,Democrat,155759
MASSACHUSETTS,1972,HOUSE,7,,Write-in,24
MASSACHUSETTS,1972,HOUSE,8,Thomas P. O'Neill Jr.,Democrat,128689
MASSACHUSETTS,1972,HOUSE,8,William A. Barnstead,Republican,35477
MASSACHUSETTS,1972,HOUSE,8,,Write-in,17
MASSACHUSETTS,1972,PRESIDENTIAL,,,,1053802
MASSACHUSETTS,1972,PRESIDENTIAL,,,,1057631
MASSACHUSETTS,1972,PRESIDENTIAL,,Anderson Coalition,Independent,282539
MASSACHUSETTS,1972,PRESIDENTIAL,,,,22038
MASSACHUSETTS,1972,PRESIDENTIAL,,,Socialist Workers,3735
MASSACHUSETTS,1972,PRESIDENTIAL,,,Citizens,2056
MASSACHUSETTS,1972,PRESIDENTIAL,,,,2289
MICHIGAN,1978,Representative,19,Wayne E. Daniels,Democrat,60100
MICHIGAN,1978,Representative,19,William S. Broomfield,Republican,168530
MICHIGAN,1978,Representative,19,Brian Wright,Libertarian,3253
MICHIGAN,1978,Representative,19,,Write-in,1
MINNESOTA,1978,Representative,1,Russell V. Smith,Democrat,67279
MINNESOTA,1978,Representative,1,Arlen Erdahl,Republican,171099
MINNESOTA,1978,Representative,1,,Write-in,2
MINNESOTA,1978,Representative,2,Harold J. Bergquist,Democrat,102556
MINNESOTA,1978,Representative,2,Tom Hagedorn,Republican,158082
MINNESOTA,1978,Representative,3,Joel A. Spiterman,Democrat,57868
MINNESOTA,1978,Representative,3,Bill Frenzel,Republican,179393
MINNESOTA,1978,Representative,4,Bruce F. Vento,Democrat,119182
MINNESOTA,1978,Representative,4,John Berg,Republican,82537
MINNESOTA,1978,Representative,4,James Kendrick,Socialist Workers,1993
MINNESOTA,1982,House,5,Martin Olav Sabo,Democrat,126451
MINNESOTA,1982,House,5,John Doherty,Republican,45200
MINNESOTA,1982,House,5,Jeffrey M. Miller,New Union,2552
MINNESOTA,1982,House,5,Scott Wallace,Industrial Government,1616
MINNESOTA,1982,House,5,Steve Thomas,Socialist Workers,1611
MINNESOTA,1982,House,6,Archie Baumann,Democrat,140402
MINNESOTA,1982,House,6,Vin Weber,Republican,9
MINNESOTA,1982,House,6,Write-in,Write-in,124026
MINNESOTA,1982,House,7,Gene Wenstrom,Democrat,135084
MINNESOTA,1982,House,7,Arlan Stangeland,Republican,3
MINNESOTA,1982,House,7,Write-in,Write-in,182228
MINNESOTA,1982,House,8,James L. Oberstar,Democrat,72350
MINNESOTA,1982,House,8,Edward Fiore,Republican,4134
MINNESOTA,1982,House,8,Ilona Gersh,Socialist Workers,53
MINNESOTA,1982,House,8,Write-in,Write-in,0
MINNESOTA,1978,Presidential,,,,954172
MINNESOTA,1978,Presidential,,,,373268
MINNESOTA,1978,Presidential,,,,174997
MINNESOTA,1978,Presidential,,,,31593
MINNESOTA,1978,Presidential,,,,8406
MINNESOTA,1978,Presidential,,,,6136
MINNESOTA,1978,Presidential,,,,1117
MINNESOTA,1978,Presidential,,,,711
MINNESOTA,1978,Presidential,,,,698
MINNESOTA,1978,Presidential,,,,536
MINNESOTA,1978,Presidential,,,,281
MISSISSIPPI,1982,HOUSE,1,Jamie L. Whitten,Democratic,104269
MISSISSIPPI,1982,HOUSE,1,T.K. Moffett,Republican,61292
MISSISSIPPI,1982,HOUSE,2,David R. Bowen,Democratic,96750
MISSISSIPPI,1982,HOUSE,2,Frank Drake,Republican,42300
MISSISSIPPI,1982,HOUSE,3,G.V. (Sonny) Montgomery,Democratic,128035
MISSISSIPPI,1982,HOUSE,4,Britt R. Singletary,Democratic,52303
MISSISSIPPI,1982,HOUSE,4,Jon C. Henson,Republican,69321
MISSISSIPPI,1982,HOUSE,4,Leslie Burl McLemore,Independent,52950
MISSISSIPPI,1982,HOUSE,4,John Wayne McInerney,Independent,3313
MISSISSIPPI,1982,HOUSE,5,Jimmy McVeay,Democratic,46416
MISSISSIPPI,1982,HOUSE,5,Trent Lott,Republican,131559
MISSISSIPPI,1982,PRESIDENT,,,,429281
MISSISSIPPI,1982,PRESIDENT,,,,441089
MISSISSIPPI,1982,PRESIDENT,,,,12036
MISSISSIPPI,1982,PRESIDENT,,,,4702
MISSISSIPPI,1982,PRESIDENT,,,,2402
MISSISSIPPI,1982,PRESIDENT,,,,2240
MISSOURI,1982,HOUSE,1,William (Bill) Clay,Democratic,91272
MISSOURI,1982,HOUSE,1,Bill White,Republican,38567
